kommun;year;value
1214;2024;20.74
1214;2025;20.74
1214;2026;20.74
1230;2015;18.79
1230;2016;19.14
1230;2017;19.14
1230;2018;19.14
1230;2019;19.54
1230;2020;19.54
1230;2021;19.54
1230;2022;19.09
1230;2023;19.09
1230;2024;19.09
1230;2025;19.09
1230;2026;18.94
1231;2015;20.09
1231;2016;20.09
1231;2017;20.09
1231;2018;20.09
1231;2019;20.09
1231;2020;20.09
1231;2021;20.09
1231;2022;20.09
1231;2023;20.09
1231;2024;20.09
1231;2025;20.09
1231;2026;20.09
1233;2015;18.5
1233;2016;18.5
1233;2017;18.5
1233;2018;18.5
1233;2019;18.5
1233;2020;18.5
1233;2021;18.5
1233;2022;18.5
1233;2023;18.5
1233;2024;18.5
1233;2025;18.5
1233;2026;18.5
1256;2015;21.11
1256;2016;20.99
1256;2017;20.99
1256;2018;20.99
1256;2019;20.99
1256;2020;20.99
1256;2021;20.99
1256;2022;20.99
1256;2023;20.99
1256;2024;20.99
1256;2025;20.99
1256;2026;20.99
1257;2015;19.06
1257;2016;19.06
1257;2017;19.06
1257;2018;19.06
1257;2019;19.06
1257;2020;19.06
1257;2021;19.06
1257;2022;19.06
1257;2023;19.06
1257;2024;19.06
1257;2025;19.06
1257;2026;19.06
1260;2015;20.89
1260;2016;20.89
1260;2017;20.99
1260;2018;20.99
1260;2019;20.99
1260;2020;20.99
1260;2021;20.99
1260;2022;20.99
1260;2023;20.99
1260;2024;20.99
1260;2025;20.99
1260;2026;20.99
1261;2015;18.51
1261;2016;18.51
1261;2017;18.51
1261;2018;18.51
1261;2019;18.51
1261;2020;18.51
1261;2021;18.51
1261;2022;18.51
1261;2023;18.51
1261;2024;18.51
1261;2025;18.51
1261;2026;18.41
1262;2015;19.24
1262;2016;19.64
1262;2017;19.64
1262;2018;19.64
1262;2019;19.64
1262;2020;19.64
1262;2021;19.64
1262;2022;19.64
1262;2023;19.64
1262;2024;19.64
1262;2025;19.64
1262;2026;19.54
1263;2015;20.24
1263;2016;20.24
1263;2017;20.24
1263;2018;20.24
1263;2019;20.24
1263;2020;20.24
1263;2021;20.24
1263;2022;20.24
1263;2023;20.24
1263;2024;20.24
1263;2025;20.24
1263;2026;20.24
1264;2015;20.02
1264;2016;20.02
1264;2017;20.42
1264;2018;20.42
1264;2019;20.42
1264;2020;20.42
1264;2021;20.42
1264;2022;20.42
1264;2023;20.42
1264;2024;20.42
1264;2025;20.42
1264;2026;20.42
1265;2015;20.92
1265;2016;20.92
1265;2017;20.92
1265;2018;20.92
1265;2019;20.92
1265;2020;20.92
1265;2021;20.92
1265;2022;20.92
1265;2023;20.92
1265;2024;20.92
1265;2025;20.92
1265;2026;20.92
1266;2015;20.48
1266;2016;21.08
1266;2017;21.08
1266;2018;21.08
1266;2019;21.08
1266;2020;21.08
1266;2021;21.08
1266;2022;21.08
1266;2023;21.08
1266;2024;21.08
1266;2025;21.08
1266;2026;21.08
1267;2015;20.93
1267;2016;20.93
1267;2017;20.93
1267;2018;21.88
